[6.649112199999999,3.2710606]	lyama meiran along toll gate,Alimosho	5/1/18
[6.58859,3.287262]	Military Zone Bus-Stop along Idmu Ajbeda,Alimosho	2/21/18
[6.5449037,3.372159]	Pedro Road by Pedro Police Station ,Shomolu	2/24/18
[6.549563999999999,3.4017556]	New Garage inward Oworo,Shomolu	2/25/18
[6.588236299999999,3.3978098]	Ogudu Ifako inward Alapere,Ifako Ijaiye	2/21/18
[6.597497,3.386115]	Ketu inward Ojota,Kosofe	2/21/18
[6.5960309,3.3854333]	Tipper Ketu,Kosofe	2/21/18
[6.5608875,3.3924908]	Carwash Oworo,Shomolu	2/22/18
[6.555018899999999,3.3962023]	Iyana-Oworo Bus Stop,Kosofe	2/22/18
[6.555018899999999,3.3962023]	3Iyana-Oworo Bustop,Kosofe	2/22/18
[6.4786636,3.5700715]	Ado road inward Ajah,Eti Osa	2/20/18
[6.5719793,3.367272]	Maryland Bus-Stop in front of Shopping Mall,Ikeja	2/10/18
[6.6053337,3.2792438]	Dopemu b/s inward Iyana Ipaja,Agege	2/10/18
[6.649243999999999,3.2710745]	Ijaiye - Meiran B/S inward Toll Gate,Ifako Ijaiye	2/9/18
[6.478639599999999,3.3336703]	Coker Express Orile,Surulere	2/1/18
[6.533214,3.2598646]	Ijegun road inward Ikotun,Alimosho	2/9/18
[6.505984499999999,3.3776874]	Sabo Roundabout,Lagos Mainland	2/24/18
[6.6195112,3.4629867]	Majidun Bridge,Ikorodu	2/23/18
[6.6150598,3.4765747]	Majidun, inward Ikd,Ikorodu	2/24/18
[6.612437000000001,3.441499]	Itowolo,Ikorodu	2/25/18
[6.602335,3.33217]	Ikeja along Ile Zik,Ikeja	2/24/18
[6.6602118,3.2918859]	Ahmadiyya B/Stop,Ifako Ijaiye	2/24/18
[6.4961142,3.4001874]	3rd Mainland Bridge,Lagos Mainland	2/15/18
[6.537993999999999,3.3370113]	Toyota bus-stop by 5 star,Oshodi Isolo	2/9/18
[6.465894,3.561445]	Ilaje b/stop,Eti Osa	2/3/18
[6.462391999999999,3.315932]	Mile 2 B/S inward Mile 2,Amuwo Odofin	2/2/18
[6.4601655,3.1980776]	Sunny Bus-Stop Ojo,Ojo	2/24/18
[6.623315499999999,3.3645663]	Lagos Ibadan Expressway by Mobil Filling Station,Ikeja	2/26/18
[6.571975999999999,3.3970521]	Ojudu by Pako bus/stop,Kosofe	2/25/18
[6.59725,3.34094]	Ikeja Underbridge inward ALausa,Ikeja	2/20/18
[6.5028011,3.3311114]	Ijesha b/stop under the bridge,Surulere	2/20/18
[6.5743714,3.2822858]	RTA Opposite Community Primary School, Idimu,Alimosho	2/20/18
[6.646551,3.370542]	River Valley Estate,Ikeja	2/28/18
[6.588236299999999,3.3978098]	Ogudu Estate inward Tollgate btw Ogudu & Alapere,Ikeja	2/28/18
[6.536682099999999,3.224251]	Obadore Bridge inward ,Alimosho	2/25/18
[6.65764,3.3244683]	Fagba b/s inwrad Agege,Agege	2/25/18
[6.607710099999999,3.327806]	Mangoro inward Oshodi,Agege	2/17/18
[6.6261427,3.3535281]	Latesf Agidinbi inward Alausa beside Mega Chicken,Ikeja	2/22/18
[6.6207557,3.3295155]	Cement b/s by Ascon Filling Station,Agege	2/22/18
[6.5485326,3.3795882]	Gbagada Inward Oshodi by Charley Boy b/stop,Shomolu	2/22/18
[6.5485326,3.3795882]	Gbagada inward Oshodi by Charley Boy b/stop,Shomolu	2/22/18
[6.5485326,3.3795882]	Gbagada inward Oshodi by Charley Boy b/stop,Shomolu	2/22/18
[6.6174062,3.2753282]	Aboru Afolasi Road,Alimosho	2/22/18
[6.6174062,3.2753282]	Afolasi Road Aboru,Alimosho	2/22/18
[6.5818185,3.3211348]	Ikeja railway inward airport by National b/s,Ikeja	2/27/18
[6.5876687,3.3785258]	Maryland Bus-Stop inward Ojota,Ikeja	2/26/18
[6.4972384,3.3650049]	Stadium,Surulere	2/21/18
[40.75091219999999,-73.977026]	NYC bus stop Igundo,Alimosho	2/18/18
[6.6195112,3.4629867]	Majidu Asolo inward Ikorodu,Ikorodu	2/23/18
[6.583845699999999,3.3584446]	Bank Anthony way, Onigbongbo,Ikeja	2/27/18
[6.636980100000001,3.5420243]	Harun b/s beside BRT Lane,Ikorodu	2/8/18
[6.6003032,3.4936157]	Oba Adeyemi Str Igbogbo,Ikorodu	2/7/18
[6.6195112,3.4629867]	Majidun by MMPC Filling Station,Ikorodu	2/10/18
[6.614609,3.4733222]	Ogolonto Inward Ikorodu,Ikorodu	2/5/18
[6.614609,3.4733222]	Ogolonto Roundabout inward Agric,Ikorodu	2/11/18
[6.4961142,3.4001874]	3rd mainland Bridge,Lagos Mainland	2/13/18
[6.493526,3.3806705]	Evan;s Square along Yaba Road Malaolao/MacCuluce,Lagos Mainland	2/13/18
[6.4501092,3.4548965]	Ikoyi Bridge Inward Ikoyi,Eti Osa	2/13/18
[6.5903429,3.3422758]	LASUTH 2nd Gate,Ikeja	2/27/18
[6.6321593,3.5353721]	Adio junction outward Itamaga,Ikorodu	2/23/18
[6.4961142,3.4001874]	Iyana Oworo on 3rd Mainland Bridge inward Toll Gate,Lagos Mainland	1/1/18
[6.639772199999999,3.367996]	Berger bus-stop inward Lagos,Ikeja	1/1/18
[6.6178643,3.4000616]	Shagasha inward Magodo,Kosofe	12/31/17
[6.4961142,3.4001874]	3rd Mainland Bridge Iyana Orowo inward Toll Gate,Lagos Mainland	1/1/18
[6.4961142,3.4001874]	3rd Mainland Bridge Iyana Orowo inward Toll Gate,Lagos Mainland	1/1/18
[6.501810799999999,3.4020952]	3rd Mainland Bridge Iyana Orowo by Adeniji,Lagos Island	1/1/18
[6.555018899999999,3.3962023]	Iyana Oworo by Fly Over,Kosofe	1/1/18
[6.6071622,3.3491869]	Allen Roundabout,Ikeja	12/30/17
[6.647519,3.7494143]	Shala Road,Epe	1/5/18
[6.625461199999999,3.4839356]	Agric bus stop inward Ikorodu,Ikorodu	1/11/18
[6.6413622,3.5470082]	Lucky Fibre by MRS F/Station,Ikorodu	1/11/18
[6.6321593,3.5353721]	Itamaga inward Itogun Road,Ikorodu	1/14/18
[6.6194972,3.4744293]	Majidun Ogolonto inward Ikorodu,Ikorodu	1/14/18
[6.593227199999999,3.2876331]	Carwash b/stop along Idimu road infront of FEMB,Alimosho	1/6/18
[6.5224636,3.3350587]	Ilasa b/stop inward Mile 2,Oshodi Isolo	1/6/18
[6.579534199999999,3.3813509]	Ojota Bridge,Kosofe	1/5/18
[6.6000419,3.3787626]	Motorways by Zenith Bank,Ikeja	1/5/18
[6.6350513,3.3018154]	Ile-Epo Alhajti inward Idimu,Alimosho	1/3/18
[6.621069100000001,3.3609354]	Abiola Garden inward Timisu Junction,Ikeja	12/31/17
[6.428541099999999,3.498931]	Elegushi road,Eti Osa	1/3/18
[6.4712212,3.7782214]	Oribanwa before Elemoro,Ibeju Lekki	1/10/18
[6.4961142,3.4001874]	3rd Mainland Bridge,Lagos Mainland	1/27/18
[6.4813367,3.8457272]	Before Eleranigbe Jua,Epe	1/8/18
[6.6042524,3.99728]	Bacle Busstop Iraye-Oke,Epe	1/9/18
[6.4793938,3.3494206]	Orile Bustop by Doyin,Surulere	1/15/18
[6.639137499999999,3.3595319]	Ogunnusi road by Ojodu Berger,Ikeja	1/17/18
[6.4496778,3.52605]	New Rd b4 Chevron,Eti Osa	1/5/18
[6.4887958,3.3508987]	Bode Thomas by Barracks B/Stop intersection B/W Alaka and Adeniran Ogunsanya,Surulere	1/17/18
[6.625461199999999,3.4839356]	Agric busstop ,Ikorodu	1/3/18
[6.625461199999999,3.4839356]	Fola Hamed opp Mtel Office Oja Agric,Ikorodu	1/7/18
[6.601587599999999,3.4040424]	Owode-Elede inward Mile-12,Kosofe	1/2/18
[6.4469574,3.4604701]	Link bridge Coming from Civic Centre,Eti Osa	1/11/18
[6.458706200000001,3.3656843]	Under Marine Bridge Outward Ajegunle Apapa,Apapa	1/11/18
[6.439996799999999,3.4323141]	100 4 inward Ozumba Nbadikiwe,Eti Osa	1/11/18
[6.476472999999999,3.369542]	Costain b/stop inward National Theatre,Surulere	1/8/18
[6.4800764,3.3832669]	Otto bustop by Oyingbo,Lagos Mainland	1/24/18
[6.649243999999999,3.2710745]	Btw Ijaiye and Meiran inward Abule-Egba,Ifako Ijaiye	1/18/18
[6.5301863,3.3088796]	Oke Apa by Jakande Gate,Oshodi Isolo	1/18/18
[6.625461199999999,3.4839356]	Agric b/stop, Isamo Road,Ikorodu	1/22/18
[6.5096367,3.3464814]	Anjorin Street, Lawason,Surulere	12/21/17
[6.463219199999999,3.3941065]	3rd Mainland Bridge,Lagos Island	1/10/18
[6.602335,3.33217]	Ile Zik b/stop inward Oshodi,Ikeja	1/18/18
[6.4851769,3.3632507]	Iponri,Surulere	1/24/18
[6.4441397,3.54211]	Ikota 2nd gate,Eti Osa	1/11/18
[6.588236299999999,3.3978098]	Alapere b/stop opp Corood inward 3rd Mainland Bridge,Kosofe	1/2/18
[6.6181477,3.3614075]	Awolowo Way inward Alausa b4 Rade Market,Ikeja	1/6/18
[6.431765299999999,3.4749734]	Lekki Phase C Bustop,Eti Osa	1/3/18
[6.6040592,3.5032996]	Elepe b/stop Ijede Rd,Ikorodu	1/10/18
[6.6040592,3.5032996]	Elepe b/stop inward Ijede,Ikorodu	1/8/18
[6.636980100000001,3.5420243]	Majidu by BRT Lane,Ikorodu	1/15/18
[6.5810302,3.5257624]	Mobil Filling Station, Ebule Rd,Ikorodu	1/13/18
[6.4471696,3.5178536]	Apapa inward Agungi ,Eti Osa	1/14/18
[6.434566999999999,3.492087]	Chisco,Eti Osa	1/7/18
[6.6071622,3.3491869]	Medical Road Junction,Ikeja	1/1/18
[6.5409839,3.3674149]	Palmgrove inward Inwama,Shomolu	1/12/18
[6.662885999999999,3.5211114]	Flower bus/stop Odonguyan,Ikorodu	1/12/18
[6.608315300000001,3.272845100000001]	Abesan Estate Keda b/stop,Alimosho	1/16/18
[6.465894,3.561445]	Ajah b/stop ,Eti Osa	1/12/18
[6.5224636,3.3350587]	Itire B/Stop outward Oshodi inward Ilasa,Surulere	1/16/18
[6.6053337,3.2792438]	Dopemu underbridge inward Iyana-Ipaja,Agege	1/18/18
[6.65576,3.294877]	Abule Taylor inward Abule Egba,Ifako Ijaiye	1/17/18
[6.454019499999999,3.4329675]	Glover Rd Ikoyi,Eti Osa	1/15/18
[6.601587599999999,3.4040424]	Owode Elede inward Mile 12,Kosofe	1/18/18
[6.519500700000001,3.369958]	Jibowu Estate,Lagos Mainland	1/16/18
[6.6523952,3.323324]	Iju-Ishaga Road, Church B/Stop Sterling Bank,Ifako Ijaiye	1/13/18
[6.5409839,3.3674149]	Palmgrove inward ,Shomolu	1/12/18
[6.59408,3.33625]	Ikeja along inward Oshodi,Ikeja	1/12/18
[6.59408,3.33625]	Ikeja along inward Oshodi,Ikeja	1/12/18
[6.4596758,3.2860923]	Agboju B/S Inward Alakije,Amuwo Odofin	1/12/18
[6.434566999999999,3.492087]	Chisco Bustopp,Eti Osa	1/21/18
[6.434566999999999,3.492087]	Chisco Bustop,Eti Osa	1/21/18
[6.434515999999999,3.493899]	Ilasan b/4 World Oil inward Ajah,Oshodi Isolo	1/22/18
[6.6052795,3.278803]	Alakako inward Iyana Ipaja,Alimosho	1/11/18
[6.463470699999999,3.555718]	Jakande R/Abt,Eti Osa	1/2/18
[6.5224636,3.3350587]	Matomal bus stop inward Oshodi,Mushin	1/8/18
[6.6186228,3.4678922]	Anthony along ikorodu road inward ,Oshodi Isolo	1/9/18
[6.65764,3.3244683]	Fagba inward Idu Road,Ifako Ijaiye	1/15/18
[6.6052795,3.278803]	Iyana Ipaja underbridge inward Oshodi,Alimosho	1/16/18
[6.505908000000001,3.3236003]	Cele b/stop inward Mile 2,Oshodi Isolo	1/12/18
[6.5946237,3.3357856]	Ikeja along by the railway,Ikeja	1/16/18
[6.474698000000001,3.3640094]	Iganmu Bridge ,Surulere	1/17/18
[6.474698000000001,3.3640094]	Iganmu Bridge,Surulere	1/17/18
[6.455305999999999,3.555178]	Ikota 2nd Gate inward VGC,Eti Osa	1/16/18
[6.4961142,3.4001874]	3rd Mainland Bridge,Lagos Mainland	1/18/18
[6.4359204,3.4472259]	1st Tollgate,Eti Osa	1/21/18
[6.6053337,3.2792438]	Able Express Way inward Iyana Ipaja by Leola b/stop,Alimosho	1/16/18
[6.434566999999999,3.492087]	Chisco Bustop ,Eti Osa	1/21/18
[6.59408,3.33625]	Ikeja along inward Oshodi,Ikeja	1/9/18
[6.625461199999999,3.4839356]	Agric b/stop,Ikorodu	1/17/18
[6.4389083,3.4250844]	Law School b/stop,Eti Osa	1/1/18
[6.6195129,3.462825]	Idera b/stop behind BRT Terminal inward Ikd,Ikorodu	1/10/18
[6.6294287,3.3261754]	Pen Cinema inward Oshodi,Ikeja	1/16/18
[6.4830257,3.3691311]	Costain,Lagos Mainland	1/12/18
[6.4961142,3.4001874]	3rd Mainland Bridge outward Obalende,Lagos Mainland	1/2/18
[6.6827149,3.3187418]	Ifako Ijaiye Roundabout,Ifako Ijaiye	1/11/18
[6.546922899999999,3.2987097]	Oshodi Oke close to Terminal 2 ,Oshodi Isolo	1/28/18
[6.531492,3.3359385]	Oshodi underbridge close to terminal 2,Oshodi Isolo	1/28/18
[6.6052795,3.278803]	Iyano Dopemu inward Iyana paja,Alimosho	1/29/18
[6.552613999999999,3.242599]	Isheri b/stop Lasu-Igando road,Alimosho	1/28/18
[6.588236299999999,3.3978098]	Alapere Estate by MRS Filling Station,Kosofe	1/19/18
[6.5803151,3.358832]	Isaac John, GRA,Ikeja	1/24/18
[6.5485326,3.3795882]	Gbagada inward Oshodi by Charlie boy,Kosofe	2/25/18
[6.5409839,3.3674149]	Outward Palmgrove inward Abanikoro,Shomolu	1/25/18
[6.549335000000001,3.388231]	Gbagada B/Stop,Shomolu	1/25/18
[6.548821,3.388359]	Gbagada Bus/Stop,Shomolu	1/25/18
[6.549335000000001,3.388231]	Gbagada B/stop,Shomolu	1/25/18
[6.549335000000001,3.388231]	Gbagada B/Stop,Shomolu	1/25/18
[6.6053337,3.2792438]	Iyana Dopemu underbridge out Iyana Ipaja,Ikeja	1/19/18
[6.6085578,3.3094077]	Iyana Dopemu under bridge out Iyana Ipaja,Ikeja	1/19/18
[6.6143458,3.3280127]	Moshalashi B/Stop, Agege motor Road,Agege	1/19/18
[6.435820199999999,3.4471546]	Toll Gate by Abiola Garden,Kosofe	1/26/18
[6.59725,3.34094]	Ikeja Underbridge by TCO Bank,Ikeja	1/23/18
[6.646551,3.370542]	River Valley Estate New Garage Berg ,Ikeja	1/12/18
[6.6085578,3.3094077]	Dopemu Under Bridge in Iyana Ipaja,Agege	1/28/18
[6.4231903,4.077922]	Sandfield,Ibeju Lekki	1/29/18
[6.6053337,3.2792438]	Ikeja along inward Iyana Ipaja,Ikeja	1/20/18
[6.661554499999999,3.323155]	Lonlo b/s Fagba,Ifako Ijaiye	1/24/18
[6.666402,3.2488177]	Eloro Rd inward Ajasa Common Rd,Alimosho	1/20/18
[6.549693899999999,3.2699541]	Opposite Car PAck Ikotun LGA,Alimosho	1/21/18
[6.611858499999999,3.3742565]	Ikosi Rd by CAC Church ,Kosofe	1/24/18
[6.4231903,4.077922]	Sandfield,Ibeju Lekki	1/29/18
[6.6382514,3.8645533]	GSM b/stop along Itoikin road,Epe	1/29/18
[6.4231903,4.077922]	Sandfield,Ibeju Lekki	1/29/18
[6.555018899999999,3.3962023]	Adeniji inward Iyana-Oworo,Eti Osa	1/3/18
[6.4517646,3.4135565]	Ikoyi road by Ikoyi Ajah,Ikeja	1/28/18
[6.59408,3.33625]	Ikeja along inward Ojota,Surulere	1/3/18
[6.4659217,3.3640333]	Apapa Rd, Rainbow inward Festac,Amuwo Odofin	1/30/18
[6.4596758,3.2860923]	Agboju B/S inward Alakija,Amuwo Odofin	1/30/18
[6.6169196,3.3645929]	Opposite Secretariat Alausa inward Sharonle,Ikeja	1/30/18
[6.6123636,3.3672753]	Honey well,Ikeja	1/31/18
[6.5944389,3.3983859]	Abiola Gardens inward Alapere,Kosofe	1/27/18
[6.618519999999999,3.50313]	Ojubode b/stop infront of SS,Ikorodu	1/29/18
[6.4951015,3.3811553]	Adekunle Police Station,Lagos Mainland	1/27/18
[6.555018899999999,3.3962023]	Adeniji inawrd Iyana-Oworo,Lagos Island	1/31/18
[6.458706200000001,3.3656843]	Ijora inward Marine Bridge,Lagos Island	1/27/18
[6.4515869,3.408224]	Obalende Bus Stop,Lagos Island	1/26/18
[6.4961142,3.4001874]	3rd Mainland Bridge,Lagos Mainland	1/24/18
[6.5961249,3.3510551]	Toyin Street Orile Iganmu,Apapa	1/27/18
[6.5099974,3.3650011]	Ojuelegba bridge inward Fadeyi,Surulere	1/27/18
[6.553462000000001,3.3671225]	Ikorodu Rd Obanikoro inward Palmgrove,Mushin	1/3/18
[6.616021,3.3660886]	Lagos Ibadan exp. Mobil Filling Station inward Berger,Ikeja	1/31/18
[6.5028011,3.3311114]	Ijesa inward Oshodi,Surulere	1/31/18
[6.6294287,3.3261754]	Pen Cinema Market going towards Ogba,Agege	1/31/18
[6.5498463,3.238678600000001]	Grosevy Plaza Lasu-Isueri Road,Alimosho	1/31/18
[6.456275,3.2562178]	Abule Ado inward Mile 2,Amuwo Odofin	1/29/18
[6.5999273,3.3832098]	Ikosi Rd by Local govt. office,Kosofe	1/27/18
[6.5917075,3.3836959]	Mko Abiola Garden inward Tollgatw,Kosofe	1/27/18
[6.605147,3.276012]	Federal Junction inward Ipaja,Alimosho	1/30/18
[6.623741799999999,3.3301587]	By Agege Stadium,Agege	1/29/18
[6.531492,3.3359385]	Charity busstop inward Airport,Oshodi Isolo	1/30/18
[6.4806816,3.143025]	Ayetiro bus stop along Yanilain, before Iyana Era bus stop,Ojo	12/16/17
[6.6153083,3.4445163]	BRT Lane Ogolonto inward Ikorodu,Ikorodu	12/19/17
[6.6350513,3.3018154]	Adamson Ile Epo busstop inward Lasu Igumoto,Alimosho	12/1/17
[6.505908000000001,3.3236003]	Ballet B/Stop inward Cele,Oshodi Isolo	12/1/17
[6.6588972,3.3018169]	Agbe Road, Abule Egba,Ifako Ijaiye	12/2/17
[6.549804,3.333744]	P2 Road Inward Oshodi Underbridge,Oshodi Isolo	12/6/17
[6.5383403,3.3459573]	Ladipo b/stop inward Oshodi,Oshodi Isolo	12/16/17
[6.65764,3.3244683]	Fagba Junction inward Ishaga,Ifako Ijaiye	12/12/17
[6.606655,3.3487219]	Allen Junction close to Alade Market,Ikeja	12/6/17
[6.5485326,3.3795882]	Charley Boy inward Oshodi,Shomolu	12/12/17
[6.464684099999999,3.2377972]	Agric b/stop outward trade fair,Ojo	12/9/17
[6.502554399999999,3.3228477]	Oshodi Expressway close to Charity b/s,Oshodi Isolo	12/16/17
[6.4972384,3.3650049]	Stadium Underbridge inward Island,Surulere	12/3/17
[6.5517971,3.2765648]	Ikotun college bus stop Onilewura,Alimosho	12/16/17
[6.463470699999999,3.555718]	New Road b/stop inward Jakande,Eti Osa	12/2/17
[6.5697088,3.3317046]	Beesam, MM2,Ikeja	12/17/17
[6.584708,3.2835924]	In front of Yem Kem Plaza, Abule Odu Inward,Alimosho	12/13/17
[6.571651,3.3452731]	Agege Motor Rd by Capitol Coming from Abule Egba,Agege	12/8/17
[6.5063837,3.3675767]	Tejuosho Market Yaba,Lagos Mainland	12/4/17
[6.579534199999999,3.3813509]	UAC Ojota inward Oregun,Ikeja	12/9/17
[6.614609,3.4733222]	Ogolonto, Ikorodu,Ikorodu	12/18/17
[6.589321099999999,3.3774339]	Ojota Tipper Garage,Kosofe	12/3/17
[6.463470699999999,3.555718]	Jakande R/A ,Eti Osa	12/15/17
[6.6052795,3.278803]	Iyana Ipaja inward Alagunta,Alimosho	12/17/17
[6.6053337,3.2792438]	Pako Bstop coming from Ikeja inward Iyana Ipaja,Agege	12/17/17
[6.5399995,3.3595799]	Along Ilupeju Rd opp Fam Planning outward Oshodi,Mushin	12/16/17
[6.6003032,3.4936157]	Oriwu Model College ,Ikorodu	12/26/17
[6.622509099999999,3.3508565]	Agidingbi Cadbury Road ,Ikeja	12/10/17
[6.601587599999999,3.4040424]	Owode - Elede ,Ikorodu	12/15/17
[6.610871599999999,3.411482]	Owode Onirin,Kosofe	12/3/17
[6.625461199999999,3.4839356]	Agric b/stop inward Ikd,Ikorodu	12/2/17
[6.6055663,3.400014]	Mile 12 under bridge inward Ikorodu,Kosofe	12/2/17
[6.614609,3.4733222]	Ogolonto b/stop,Ikorodu	12/6/17
[6.625461199999999,3.4839356]	Ikorodu Rd by Asolo B/stop,Ikorodu	12/5/17
[6.6195112,3.4629867]	Majidun Bridge inward Ajegunle,Ikorodu	12/3/17
[6.610871599999999,3.411482]	Owode inwrd Ikorodu,Kosofe	12/22/17
[6.6537646,3.2979745]	U-turn b/stop outward Abule Egba,Ifako Ijaiye	12/12/17
[6.4830257,3.3691311]	Costain by the Roundabout,Surulere	12/31/17
[6.642932,3.3233843]	Lonto B/stop, Iju-Ishaya,Ifako Ijaiye	12/30/17
[6.547525299999999,3.2325278]	Akesan Fumetun inward Iba ,Alimosho	12/30/17
[6.6047959,3.3371491]	Adeniyi Jones Junction Ikeja close to First Lane,Ikeja	12/30/17
[6.625461199999999,3.4839356]	Agric b/stop,Ikorodu	12/3/17
[6.588236299999999,3.3978098]	Alapere Ketu inward Ikorodu,Kosofe	12/1/17
[6.647247800000001,3.515227]	Laspotech, Ikorodu,Ikorodu	12/17/17
[6.6053337,3.2792438]	Ikeja Along inward Iyana-Ipaja,Ikeja	12/15/17
[6.6181358,3.2991171]	Iyana-Ipaja Underbridge inward Agege,Agege	12/16/17
[6.649243999999999,3.2710745]	Meiran b/stop inward Abule Egba,Alimosho	12/12/17
[6.6412197,3.3305839]	College road inward Fagba by Oyemaku b/stop,Ifako Ijaiye	12/12/17
[6.5194912,3.3669756]	Ransome Kuti, Jibowu,Mushin	12/8/17
[6.447073700000001,3.5438727]	Oluwanisola Eleganza,Eti Osa	12/3/17
[6.4329553,3.4821678]	Ikate inward Ajah,Eti Osa	12/2/17
[6.462900599999999,3.418825]	Osborne Rd, descending from Mainland,Lagos Island	12/2/17
[6.466666,3.566667]	Osapa London inward Chevron,Eti Osa	12/1/17
[6.431031,3.46988]	2nd Roundabout Lekki,Eti Osa	12/2/17
[6.607710099999999,3.327806]	Mangoro inward Dopemu,Agege	12/19/17
[6.617241399999999,3.3200368]	Corner road Sabo by WABC bus stop yabe opp Yabatech,Lagos Mainland	12/19/17
[6.673869499999999,3.2895046]	Nicholas b/stop Kola rd,Ifako Ijaiye	12/30/17
[6.4981332,3.323775]	Between Cele and Odo-Olowu inward Mile 2,Oshodi Isolo	12/4/17
[6.549563999999999,3.4017556]	Oworo b/s coming from Oshodi,Shomolu	12/5/17
[6.4515869,3.408224]	Obalende Bustop inward Island,Lagos Island	12/3/17
[6.621014799999999,3.2997262]	Lagos Abeokuta Xpressway after Iyana Ipaja Bridge,Agege	12/2/17
[6.625461199999999,3.4839356]	Agric bus-stop by BRT Terminis,Ikorodu	12/23/17
[6.434566999999999,3.492087]	Chisco b/stop, Lekki,Eti Osa	12/16/17
[6.434566999999999,3.492087]	Chisco b/stop, Lekki,Eti Osa	12/16/17
[6.431690199999999,3.4532892]	Jakande Intervention,Eti Osa	12/16/17
[6.434566999999999,3.492087]	Chisco b/stop, Lekki,Eti Osa	12/16/17
[6.4595389,3.3826433]	Apongbon bridge inward Costain,Lagos Island	12/14/17
[6.452116,3.554587]	Ikota 1st gate,Eti Osa	12/12/17
[6.431690199999999,3.4532892]	Jakande Circle more,Eti Osa	12/10/17
[6.465894,3.561445]	Ilaje Bustop,Eti Osa	12/12/17
[6.4333139,3.4912377]	Along Ajah 2nd gate by Oando Station,Eti Osa	12/14/17
[6.4329553,3.4821678]	Ikate roundabout,Eti Osa	12/13/17
[6.4329553,3.4821678]	Ikate roundabout,Eti Osa	12/11/17
[6.6169196,3.3645929]	Secretariat b/stop inward Berger,Ikeja	12/24/17
[6.450355500000001,3.4105171]	3rd Mainland Bridge Obalende Junction,Lagos Island	12/17/17
[6.5388436,3.356198]	Vono bstop by Slabeju Str,Mushin	12/20/17
[6.435820199999999,3.4471546]	Lekki Toll Gate,Eti Osa	12/16/17
[6.4301409,3.5246271]	New Road b/4 Igbo Tefon,Eti Osa	12/7/17
[6.438039,3.516639]	Agungi Bustop,Eti Osa	12/9/17
[6.444569,3.540041]	2nd Toll Gate,Eti Osa	12/9/17
[6.602335,3.33217]	Ile-Zik inward ,Ikeja	12/13/17
[6.4700486,3.3226615]	2nd Rainbow inward,Oshodi Isolo	12/9/17
[6.465894,3.561445]	Ilaje B/stop before VGC, Ajalu,Eti Osa	12/4/17
[6.447506700000001,3.4670381]	Nitel Junction Admiralty Way Lekki,Eti Osa	12/5/17
[6.546217,3.3980625]	Iyana Oworo,Lagos Mainland	12/18/17
[6.5161212,3.2539701]	Ewedogbon Vulcanizer b/stop Igandi Lasu Igan Road,Alimosho	12/14/17
[6.625461199999999,3.4839356]	Laspotech bus stop ,Ikorodu	12/3/17
[6.602335,3.33217]	Ile-Zik inward Ikeja,Agege	12/13/17
[6.4874889,3.3250004]	Sanya B/Stop inward Oshodi,Surulere	12/10/17
[6.462900599999999,3.418825]	Osborne inward Ikoyi by the traffic light,Eti Osa	12/18/17
[6.5873364,3.2860588]	Abule Odu b/stop Ikotun Idumu Rd inward Idimu,Alimosho	12/19/17
[6.532775,3.367241]	Onipanu inward Fadeyi,Shomolu	12/15/17
[6.5580937,3.3263678]	Oladipo b/s by Oyegun st,Oshodi Isolo	12/7/17
[6.65576,3.294877]	Abule bus-stop,Ifako Ijaiye	12/7/17
